caseid,age,total_children,felling_live,gender,marital_status,education,self_rated_mental_health,income_respondent,average_hours_worked
18020,44.8,3,3,Male,Married,University certificate or diploma below the bachelor's level,Good,"$75,000 to $99,999",50.1 hours and more
18021,33.3,1,9,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
18022,40.1,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",30.0 to 40.0 hours
18023,41.8,3,8,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
18024,68.2,3,7,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",40.1 to 50.0 hours
18025,57.3,2,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",Valid skip
18026,56.8,2,7,Male,Married,"University certificate, diploma or degree above the bach...",Very good,"$100,000 to $ 124,999",30.0 to 40.0 hours
18027,43.1,0,8,Female,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
18028,35.8,2,8,Female,Living common-law,High school diploma or a high school equivalency certificate,Fair,"$25,000 to $49,999",50.1 hours and more
18029,39.3,0,8,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",30.0 to 40.0 hours
18030,19.3,0,10,Female,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",30.0 to 40.0 hours
18031,66.1,0,6,Male,Widowed,"University certificate, diploma or degree above the bach...",Good,"Less than $25,000",Don't know
18032,54.6,0,6,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
18033,36.8,2,7,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",30.0 to 40.0 hours
18034,19.3,0,10,Female,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",0.1 to 29.9 hours
18035,41.3,0,4,Female,Divorced,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"$25,000 to $49,999",30.0 to 40.0 hours
18036,80,3,NA,Female,Widowed,"NA",Fair,"$25,000 to $49,999",Valid skip
18037,69.9,0,10,Female,"Single, never married","University certificate, diploma or degree above the bach...",Very good,"$25,000 to $49,999",Valid skip
18038,46.6,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",50.1 hours and more
18039,71.4,2,10,Male,Separated,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Refusal
18040,70.3,3,NA,Male,Living common-law,"University certificate, diploma or degree above the bach...","NA","Less than $25,000",Valid skip
18041,42.2,0,9,Female,"Single, never married","NA",Good,"Less than $25,000",0.1 to 29.9 hours
18042,52.6,0,3,Male,"Single, never married",Less than high school diploma or its equivalent,Fair,"Less than $25,000",Valid skip
18043,15.8,0,9,Female,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
18044,41.8,1,10,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
18045,51.9,1,8,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",50.1 hours and more
18046,59.9,4,7,Male,Living common-law,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",30.0 to 40.0 hours
18047,37.1,0,8,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"Less than $25,000",30.0 to 40.0 hours
18048,25.4,0,7,Female,Living common-law,"University certificate, diploma or degree above the bach...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
18049,57.8,2,9,Male,Living common-law,High school diploma or a high school equivalency certificate,Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
18050,46.6,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$100,000 to $ 124,999",50.1 hours and more
18051,23.3,0,8,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",30.0 to 40.0 hours
18052,23.7,0,7,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
18053,58.6,4,7,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",0.1 to 29.9 hours
18054,42.6,0,8,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
18055,39.2,2,7,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Fair,"$25,000 to $49,999",30.0 to 40.0 hours
18056,29.9,4,10,Female,Married,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
18057,37.5,2,5,Male,Living common-law,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",0.1 to 29.9 hours
18058,80,2,8,Female,Widowed,High school diploma or a high school equivalency certificate,Very good,"$125,000 and more",Valid skip
18059,34.9,2,8,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",50.1 hours and more
18060,19.9,0,9,Female,"Single, never married",High school diploma or a high school equivalency certificate,Good,"Less than $25,000",0.1 to 29.9 hours
18061,73.4,2,10,Female,Widowed,"NA",Excellent,"$25,000 to $49,999",Valid skip
18062,67.5,0,8,Male,Widowed,Less than high school diploma or its equivalent,Fair,"$25,000 to $49,999",Valid skip
18063,32.4,1,8,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",30.0 to 40.0 hours
18064,60.2,0,8,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$25,000 to $49,999",Valid skip
18065,59.6,5,7,Male,Married,Less than high school diploma or its equivalent,Good,"$50,000 to $74,999",30.0 to 40.0 hours
18066,67.3,2,9,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
18067,42.5,2,8,Male,Married,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",50.1 hours and more
18068,26.7,0,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$25,000 to $49,999",30.0 to 40.0 hours
18069,25.9,1,7,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
18070,79.3,2,7,Female,Widowed,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",Valid skip
18071,66.7,2,9,Female,Married,Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
18072,71.8,5,8,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
18073,66.5,0,8,Male,"Single, never married",Trade certificate or diploma,Very good,"$75,000 to $99,999",Valid skip
18074,80,0,10,Female,"Single, never married","University certificate, diploma or degree above the bach...",Very good,"Less than $25,000",Valid skip
18075,59.1,2,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$75,000 to $99,999",Valid skip
18076,61.8,0,8,Female,"Single, never married","University certificate, diploma or degree above the bach...",Very good,"Less than $25,000",0.1 to 29.9 hours
18077,50.3,0,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",40.1 to 50.0 hours
18078,44.3,1,5,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"Less than $25,000",0.1 to 29.9 hours
18079,66.3,3,5,Female,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",Valid skip
18080,59.5,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",Valid skip
18081,46.3,2,0,Male,Divorced,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",30.0 to 40.0 hours
18082,33.6,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$100,000 to $ 124,999",30.0 to 40.0 hours
18083,54.2,4,10,Female,Married,High school diploma or a high school equivalency certificate,Good,"$75,000 to $99,999",Don't know
18084,34.1,1,6,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
18085,46.3,0,9,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",40.1 to 50.0 hours
18086,68.4,1,NA,Male,Divorced,"NA","NA","$25,000 to $49,999",Not stated
18087,25.1,1,8,Female,"Single, never married","NA",Fair,"$25,000 to $49,999",30.0 to 40.0 hours
18088,67.4,2,9,Female,Widowed,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",Valid skip
18089,59.3,3,8,Male,Married,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",30.0 to 40.0 hours
18090,57.8,1,6,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
18091,56.6,1,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Good,"$50,000 to $74,999",Don't know
18092,56.9,6,NA,Female,"Single, never married",High school diploma or a high school equivalency certificate,"NA","Less than $25,000",Valid skip
18093,75.7,4,8,Female,Widowed,Trade certificate or diploma,Good,"Less than $25,000",Valid skip
18094,52.3,2,9,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",0.1 to 29.9 hours
18095,74.7,1,10,Female,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$75,000 to $99,999",Valid skip
18096,42.3,2,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",0.1 to 29.9 hours
18097,61.7,4,9,Female,Married,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
18098,26.1,0,10,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",40.1 to 50.0 hours
18099,24.5,0,7,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Poor,"$25,000 to $49,999",30.0 to 40.0 hours
18100,75.9,0,10,Female,"Single, never married",Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
18101,77.1,1,10,Female,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
18102,61.4,3,10,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",0.1 to 29.9 hours
18103,35,3,4,Male,"Single, never married",Trade certificate or diploma,Fair,"$25,000 to $49,999",30.0 to 40.0 hours
18104,17.7,0,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
18105,68.3,2,10,Male,Living common-law,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
18106,42.8,4,8,Female,Living common-law,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
18107,30.2,0,10,Female,Separated,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
18108,45.2,1,6,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$75,000 to $99,999",30.0 to 40.0 hours
18109,70.6,2,9,Female,Married,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",Valid skip
18110,47.1,1,9,Male,Divorced,Trade certificate or diploma,Excellent,"$100,000 to $ 124,999",40.1 to 50.0 hours
18111,57.9,2,10,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"$125,000 and more",40.1 to 50.0 hours
18112,24.3,0,9,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",0.1 to 29.9 hours
18113,36.8,2,9,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
18114,42.7,2,8,Male,Divorced,High school diploma or a high school equivalency certificate,Very good,"$75,000 to $99,999",40.1 to 50.0 hours
18115,57.5,3,8,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
18116,20.9,0,8,Male,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",30.0 to 40.0 hours
18117,40.4,2,8,Male,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",50.1 hours and more
18118,32.4,0,NA,Male,"Single, never married","NA","NA","$25,000 to $49,999",Valid skip
18119,80,5,10,Female,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
18120,71.3,0,9,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$75,000 to $99,999",Valid skip
18121,71.8,2,5,Male,Widowed,Less than high school diploma or its equivalent,Very good,"$50,000 to $74,999",Valid skip
18122,78.3,2,8,Female,Widowed,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
18123,80,6,8,Female,Widowed,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
18124,66.1,3,8,Male,Married,Trade certificate or diploma,Good,"Less than $25,000",30.0 to 40.0 hours
18125,61.1,0,7,Female,Divorced,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",0.1 to 29.9 hours
18126,65.1,2,8,Female,Divorced,"University certificate, diploma or degree above the bach...",Fair,"$25,000 to $49,999",Valid skip
18127,30.2,0,9,Female,"Single, never married",University certificate or diploma below the bachelor's level,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
18128,72.3,3,10,Female,Married,University certificate or diploma below the bachelor's level,Very good,"Less than $25,000",Valid skip
18129,45.4,1,7,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
18130,46.1,5,9,Male,"Single, never married",University certificate or diploma below the bachelor's level,Fair,"$25,000 to $49,999",40.1 to 50.0 hours
18131,65.8,2,10,Female,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",0.1 to 29.9 hours
18132,44.7,2,NA,Female,Married,"NA",Good,"Less than $25,000",30.0 to 40.0 hours
18133,60.6,5,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",30.0 to 40.0 hours
18134,60.8,0,10,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
18135,39.7,0,8,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
